EpisodeNr,RescuedRatio,TornsRatio,BoredomRatio,TimeInActions,TotalReward
1,0.0500,0.1291,0.1384,15.6936,25.2525
2,0.0500,0.1315,0.1315,12.5762,18.3368
3,0.0509,0.1286,0.1186,11.2840,17.1035
4,0.0502,0.1253,0.1155,10.1601,16.4001
5,0.0490,0.1240,0.1108,9.1738,14.4778
6,0.0488,0.1193,0.1056,8.0185,13.8407
7,0.0419,0.1163,0.1061,8.1450,14.4870
8,0.0437,0.1168,0.1042,8.0709,14.0206
9,0.0440,0.1148,0.1030,7.2048,13.2303
10,0.0442,0.1171,0.1054,6.8305,13.2101
11,0.0454,0.1173,0.1037,6.4371,13.1136
12,0.0454,0.1178,0.1044,6.1063,13.4939
13,0.0455,0.1152,0.1014,5.8934,13.5669
14,0.0497,0.1162,0.1000,5.5790,14.4272
15,0.0501,0.1166,0.0979,5.0435,15.0265
16,0.0498,0.1150,0.0965,4.6068,14.9187
17,0.0499,0.1127,0.0944,4.3658,15.5939
18,0.0531,0.1108,0.0909,4.1624,16.1042
19,0.0531,0.1086,0.0893,4.2215,16.8957
20,0.0532,0.1088,0.0901,4.1768,17.2003
21,0.0533,0.1084,0.0904,4.0382,17.6512
22,0.0535,0.1050,0.0882,4.0099,18.3540
23,0.0529,0.1028,0.0850,3.8561,18.4062
24,0.0525,0.1028,0.0853,3.8019,18.9269
25,0.0518,0.1029,0.0847,3.8882,19.2946
26,0.0518,0.1031,0.0839,3.5485,20.3602
27,0.0536,0.1024,0.0831,3.6206,21.4817
28,0.0535,0.1032,0.0842,3.4730,22.2648
29,0.0534,0.1037,0.0836,3.3939,22.4601
30,0.0516,0.1027,0.0847,3.3994,22.6932
31,0.0519,0.1011,0.0838,3.6219,23.2687
32,0.0537,0.1016,0.0831,3.6285,23.8440
33,0.0519,0.0996,0.0837,3.6300,24.3089
34,0.0516,0.0999,0.0843,3.6003,23.6767
35,0.0498,0.0975,0.0836,3.4138,23.7834
36,0.0480,0.0950,0.0828,3.5892,24.1218
37,0.0466,0.0919,0.0815,3.6054,24.1795
38,0.0455,0.0897,0.0810,3.4945,23.5627
39,0.0418,0.0871,0.0799,3.5428,23.1181
40,0.0394,0.0844,0.0792,3.4048,22.4865
41,0.0377,0.0820,0.0780,3.5682,22.4447
42,0.0366,0.0787,0.0747,3.4352,21.7149
43,0.0323,0.0774,0.0738,3.3984,21.6137
44,0.0307,0.0755,0.0720,3.6435,21.3711
45,0.0290,0.0734,0.0692,3.6921,21.1009
46,0.0275,0.0711,0.0666,3.8289,20.6611
47,0.0261,0.0719,0.0666,3.8454,19.9082
48,0.0255,0.0719,0.0675,4.0079,19.6741
49,0.0242,0.0707,0.0667,4.2981,19.2871
50,0.0234,0.0700,0.0663,4.8953,18.3448
51,0.0223,0.0690,0.0656,5.1400,17.8201
52,0.0206,0.0675,0.0634,5.1667,17.3227
53,0.0200,0.0658,0.0613,5.1010,17.0638
54,0.0179,0.0636,0.0610,5.2288,16.8136
55,0.0161,0.0608,0.0593,5.2144,16.3475
56,0.0138,0.0612,0.0596,5.4782,16.3472
