EpisodeNr,RescuedRatio,TornsRatio,BoredomRatio,TimeInActions,TotalReward
1,0.0,0.16666666666666666,0.8333333333333334,6843,-12243.0
2,0.0,0.16666666666666666,0.8333333333333334,7245,-12645.0
3,0.0,0.16666666666666666,0.8333333333333334,6944,-12290.0
4,0.0,0.16666666666666666,0.8333333333333334,6839,-12239.0
5,0.0,0.16666666666666666,0.8333333333333334,6735,-12135.0
6,0.0,0.3333333333333333,0.6666666666666666,6818,-12164.0
7,0.0,0.16666666666666666,0.8333333333333334,6662,-12062.0
8,0.0,0.16666666666666666,0.8333333333333334,6616,-12016.0
9,0.0,0.16666666666666666,0.8333333333333334,6657,-12057.0
10,0.0,0.16666666666666666,0.8333333333333334,6416,-11816.0
11,0.0,0.16666666666666666,0.8333333333333334,6295,-11695.0
12,0.0,0.16666666666666666,0.8333333333333334,5991,-11337.0
13,0.0,0.16666666666666666,0.8333333333333334,6198,-11598.0
14,0.0,0.16666666666666666,0.8333333333333334,6127,-11473.0
15,0.0,0.16666666666666666,0.8333333333333334,5908,-11308.0
16,0.0,0.16666666666666666,0.8333333333333334,6277,-11677.0
17,0.0,0.16666666666666666,0.8333333333333334,5847,-11193.0
18,0.0,0.5,0.5,5712,-11058.0
19,0.0,0.16666666666666666,0.8333333333333334,5796,-11196.0
20,0.0,0.0,1.0,6199,-11599.0
21,0.0,0.16666666666666666,0.8333333333333334,5802,-11094.0
22,0.0,0.16666666666666666,0.8333333333333334,5568,-10968.0
23,0.0,0.16666666666666666,0.8333333333333334,5656,-11056.0
24,0.0,0.16666666666666666,0.8333333333333334,5429,-10775.0
25,0.0,0.16666666666666666,0.8333333333333334,5363,-10763.0
26,0.0,0.16666666666666666,0.8333333333333334,5179,-10579.0
27,0.0,0.3333333333333333,0.6666666666666666,5459,-10805.0
28,0.0,0.3333333333333333,0.6666666666666666,5072,-10364.0
29,0.0,0.3333333333333333,0.6666666666666666,5156,-10556.0
30,0.0,0.3333333333333333,0.6666666666666666,5227,-10573.0
31,0.0,0.3333333333333333,0.6666666666666666,5332,-10624.0
32,0.0,0.3333333333333333,0.6666666666666666,5214,-10506.0
33,0.0,0.16666666666666666,0.8333333333333334,5225,-10571.0
34,0.0,0.3333333333333333,0.6666666666666666,5572,-10918.0
35,0.0,0.3333333333333333,0.6666666666666666,5292,-10638.0
36,0.0,0.16666666666666666,0.8333333333333334,5387,-10679.0
37,0.0,0.3333333333333333,0.6666666666666666,5496,-10896.0
38,0.0,0.3333333333333333,0.6666666666666666,5360,-10760.0
39,0.0,0.3333333333333333,0.6666666666666666,5408,-10808.0
40,0.0,0.3333333333333333,0.6666666666666666,5222,-10622.0
41,0.0,0.5,0.5,5181,-10581.0
42,0.0,0.5,0.5,5148,-10494.0
43,0.0,0.3333333333333333,0.6666666666666666,5361,-10761.0
44,0.0,0.16666666666666666,0.8333333333333334,5369,-10661.0
45,0.0,0.16666666666666666,0.8333333333333334,5566,-10966.0
46,0.0,0.3333333333333333,0.6666666666666666,5455,-10855.0
47,0.0,0.16666666666666666,0.8333333333333334,5552,-10898.0
48,0.0,0.16666666666666666,0.8333333333333334,5601,-11001.0
49,0.0,0.16666666666666666,0.8333333333333334,5376,-10668.0
50,0.0,0.16666666666666666,0.8333333333333334,5171,-10571.0
51,0.0,0.16666666666666666,0.8333333333333334,5146,-10546.0
52,0.0,0.3333333333333333,0.6666666666666666,5268,-10614.0
53,0.0,0.16666666666666666,0.8333333333333334,5242,-10642.0
54,0.0,0.16666666666666666,0.8333333333333334,5425,-10825.0
55,0.0,0.16666666666666666,0.8333333333333334,5171,-10517.0
56,0.0,0.16666666666666666,0.8333333333333334,5023,-10423.0
57,0.0,0.3333333333333333,0.6666666666666666,5334,-10734.0
58,0.0,0.16666666666666666,0.8333333333333334,5690,-11090.0
59,0.0,0.5,0.5,5530,-10930.0
60,0.0,0.16666666666666666,0.8333333333333334,5389,-10681.0
61,0.0,0.16666666666666666,0.8333333333333334,5326,-10726.0
62,0.0,0.3333333333333333,0.6666666666666666,4815,-10215.0
63,0.0,0.16666666666666666,0.8333333333333334,5404,-10804.0
64,0.0,0.16666666666666666,0.8333333333333334,4840,-10240.0
65,0.0,0.16666666666666666,0.8333333333333334,5224,-10624.0
66,0.0,0.3333333333333333,0.6666666666666666,4814,-10214.0
67,0.0,0.3333333333333333,0.6666666666666666,5047,-10447.0
68,0.0,0.5,0.5,5072,-10472.0
69,0.0,0.5,0.5,5067,-10467.0
70,0.0,0.3333333333333333,0.6666666666666666,5038,-10438.0
71,0.0,0.5,0.5,5083,-10483.0
72,0.0,0.16666666666666666,0.8333333333333334,4670,-10070.0
73,0.0,0.16666666666666666,0.8333333333333334,4871,-10271.0
74,0.0,0.16666666666666666,0.8333333333333334,4911,-10257.0
75,0.0,0.3333333333333333,0.6666666666666666,4496,-9788.0
76,0.0,0.16666666666666666,0.8333333333333334,4696,-9934.0
77,0.0,0.16666666666666666,0.8333333333333334,4656,-10056.0
78,0.0,0.16666666666666666,0.8333333333333334,4536,-9936.0
79,0.0,0.16666666666666666,0.8333333333333334,5057,-10457.0
80,0.0,0.3333333333333333,0.6666666666666666,4918,-10264.0
81,0.0,0.3333333333333333,0.6666666666666666,5065,-10465.0
82,0.0,0.3333333333333333,0.6666666666666666,5414,-10814.0
83,0.0,0.16666666666666666,0.8333333333333334,5468,-10868.0
84,0.0,0.16666666666666666,0.8333333333333334,5307,-10707.0
85,0.0,0.3333333333333333,0.6666666666666666,5305,-10705.0
86,0.0,0.16666666666666666,0.8333333333333334,5242,-10588.0
87,0.0,0.3333333333333333,0.6666666666666666,5295,-10695.0
88,0.16666666666666666,0.3333333333333333,0.5,5072,-10364.0
89,0.0,0.16666666666666666,0.8333333333333334,5135,-10481.0
90,0.0,0.0,1.0,5276,-10622.0
91,0.16666666666666666,0.0,0.8333333333333334,4859,-10151.0
92,0.0,0.16666666666666666,0.8333333333333334,4945,-10237.0
93,0.0,0.0,1.0,5073,-10419.0
94,0.0,0.0,1.0,5084,-10430.0
95,0.0,0.16666666666666666,0.8333333333333334,5257,-10603.0
96,0.0,0.16666666666666666,0.8333333333333334,4923,-10269.0
97,0.0,0.16666666666666666,0.8333333333333334,4781,-10073.0
98,0.0,0.16666666666666666,0.8333333333333334,5345,-10691.0
99,0.0,0.3333333333333333,0.6666666666666666,4976,-10376.0
100,0.0,0.16666666666666666,0.8333333333333334,5489,-10835.0
101,0.0,0.16666666666666666,0.8333333333333334,5426,-10826.0
102,0.0,0.3333333333333333,0.6666666666666666,5514,-10860.0
103,0.16666666666666666,0.16666666666666666,0.6666666666666666,5578,-10924.0
104,0.16666666666666666,0.3333333333333333,0.5,5537,-10883.0
105,0.0,0.3333333333333333,0.6666666666666666,5383,-10783.0
106,0.0,0.5,0.5,5327,-10727.0
107,0.0,0.3333333333333333,0.6666666666666666,5130,-10476.0
108,0.0,0.5,0.5,4800,-10146.0
109,0.0,0.5,0.5,4890,-10290.0
110,0.0,0.5,0.5,4539,-9885.0
111,0.0,0.5,0.5,5002,-10294.0
112,0.0,0.16666666666666666,0.8333333333333334,4724,-10016.0
113,0.0,0.5,0.5,4871,-10163.0
114,0.0,0.5,0.5,4561,-9799.0
115,0.0,0.6666666666666666,0.3333333333333333,4956,-10194.0
116,0.0,0.5,0.5,4915,-10261.0
117,0.0,0.3333333333333333,0.6666666666666666,4712,-10004.0
118,0.0,0.6666666666666666,0.3333333333333333,4598,-9836.0
119,0.16666666666666666,0.3333333333333333,0.5,4640,-9986.0
120,0.0,0.5,0.5,4591,-9991.0
121,0.16666666666666666,0.16666666666666666,0.6666666666666666,4956,-10302.0
122,0.16666666666666666,0.3333333333333333,0.5,4922,-10214.0
123,0.16666666666666666,0.3333333333333333,0.5,4754,-10100.0
124,0.0,0.3333333333333333,0.6666666666666666,4500,-9792.0
