EpisodeNr,RescuedRatio,TornsRatio,BoredomRatio,TimeInActions,TotalReward
1,0.0500,0.8000,0.1500,50.0000,-325.5000
2,0.0833,0.7833,0.1333,50.0500,-319.7500
3,0.0667,0.8000,0.1333,49.8000,-320.4667
4,0.0500,0.7833,0.1667,50.4750,-322.3500
5,0.0500,0.7833,0.1667,50.5600,-322.5800
6,0.0500,0.8000,0.1500,50.6500,-322.2833
7,0.0500,0.7833,0.1667,50.5714,-322.3429
8,0.0500,0.7833,0.1667,50.6625,-321.4500
9,0.0500,0.7833,0.1667,50.8111,-321.8000
10,0.1167,0.7833,0.1000,50.3900,-320.3800
11,0.0833,0.7833,0.1333,50.1100,-319.2300
12,0.0500,0.8000,0.1500,49.9100,-319.9000
13,0.0500,0.8167,0.1333,49.4600,-319.1600
14,0.0500,0.8000,0.1500,48.8000,-317.9200
15,0.0500,0.8333,0.1167,48.0600,-316.8900
16,0.0667,0.8167,0.1167,47.3100,-315.8500
17,0.0500,0.8000,0.1500,46.7900,-315.0400
18,0.0667,0.8333,0.1000,46.0600,-314.8900
19,0.0500,0.8167,0.1333,45.4100,-313.9500
20,0.0667,0.8333,0.1000,45.2600,-314.6700
21,0.0333,0.8167,0.1500,45.1500,-315.4300
22,0.0167,0.8333,0.1500,44.9000,-315.4700
23,0.0333,0.7833,0.1833,45.2000,-316.3500
24,0.0333,0.8333,0.1333,45.1300,-316.5700
25,0.0500,0.8167,0.1333,45.3200,-317.0500
26,0.0500,0.8000,0.1500,45.4200,-317.7300
27,0.0667,0.8167,0.1167,45.8100,-318.1200
28,0.1000,0.8167,0.0833,45.8400,-317.5700
29,0.1000,0.8167,0.0833,45.5000,-316.3600
30,0.1000,0.8167,0.0833,45.3600,-315.6400
31,0.1000,0.8167,0.0833,45.0700,-313.6100
32,0.1000,0.8333,0.0667,44.5700,-311.6600
33,0.1333,0.8333,0.0333,43.7600,-308.8200
34,0.1167,0.8333,0.0500,43.3200,-306.6400
35,0.0833,0.8500,0.0667,42.8800,-304.7500
36,0.0667,0.8333,0.1000,42.6400,-303.6400
37,0.0500,0.8667,0.0833,41.7900,-302.5000
38,0.0500,0.8667,0.0833,41.4700,-302.4700
39,0.0500,0.8500,0.1000,41.3300,-302.6200
40,0.0667,0.8500,0.0833,41.0900,-302.3800
41,0.0500,0.8333,0.1167,40.8100,-302.9700
42,0.0667,0.8333,0.1000,41.0500,-303.5000
43,0.0833,0.8667,0.0500,41.0400,-303.7800
44,0.0500,0.8333,0.1167,41.3900,-305.2900
45,0.0833,0.8333,0.0833,41.3300,-305.5200
46,0.0667,0.8500,0.0833,41.5200,-305.7100
47,0.0833,0.8500,0.0667,41.6400,-305.2500
48,0.0667,0.8333,0.1000,41.9000,-305.8000
49,0.0667,0.8667,0.0667,41.9500,-306.1400
50,0.0500,0.8667,0.0833,42.0400,-306.8100
51,0.0667,0.8500,0.0833,42.3900,-307.1600
52,0.0500,0.8667,0.0833,42.4700,-307.8200
53,0.0500,0.8667,0.0833,42.6400,-309.1500
54,0.0333,0.8667,0.1000,42.4200,-309.2200
55,0.0500,0.8333,0.1167,43.0500,-310.7200
56,0.0667,0.8500,0.0833,43.2100,-311.1700
57,0.0833,0.8167,0.1000,43.6600,-311.6200
58,0.0333,0.8833,0.0833,43.7700,-312.0200
59,0.0667,0.8667,0.0667,44.1700,-312.7100
60,0.0833,0.8500,0.0667,44.5800,-312.2500
61,0.0833,0.8667,0.0500,44.7700,-312.1500
62,0.0667,0.8667,0.0667,45.1400,-312.5200
63,0.1000,0.8500,0.0500,45.5900,-312.3900
64,0.0833,0.8500,0.0667,45.8100,-312.0300
65,0.0833,0.8500,0.0667,45.6700,-311.6000
66,0.0833,0.8500,0.0667,45.5600,-311.2000
67,0.0667,0.8667,0.0667,45.4500,-311.3800
68,0.1000,0.8167,0.0833,45.8300,-311.1800
69,0.1000,0.8500,0.0500,45.9000,-310.6700
70,0.1000,0.8500,0.0500,45.9000,-310.9600
71,0.0833,0.8500,0.0667,45.8800,-311.5200
72,0.1333,0.8333,0.0333,45.4500,-310.2200
73,0.1000,0.8500,0.0500,45.3300,-310.3900
74,0.0833,0.8333,0.0833,45.5300,-311.1700
75,0.0833,0.8500,0.0667,45.5700,-311.2100
76,0.1000,0.8500,0.0500,45.7700,-311.7000
77,0.0667,0.8500,0.0833,46.0500,-313.1400
78,0.0833,0.8333,0.0833,46.2300,-313.6100
79,0.0833,0.8500,0.0667,46.6900,-314.6500
80,0.0833,0.8500,0.0667,47.0300,-315.5700
81,0.0667,0.8667,0.0667,47.3000,-315.2600
82,0.1167,0.8667,0.0167,47.6500,-315.3200
83,0.0667,0.8833,0.0500,47.7400,-315.4100
84,0.0667,0.8833,0.0500,47.6400,-315.3100
85,0.0500,0.9000,0.0500,47.8400,-316.0900
86,0.0500,0.8667,0.0833,48.0200,-316.5600
87,0.0500,0.8833,0.0667,47.9200,-315.8800
88,0.0500,0.8833,0.0667,47.5500,-315.2200
89,0.0667,0.9000,0.0333,47.2800,-314.6600
90,0.0333,0.9000,0.0667,47.0700,-314.1600
91,0.0333,0.9000,0.0667,46.9400,-314.6100
92,0.0500,0.8833,0.0667,46.9900,-316.1100
93,0.0500,0.8500,0.1000,47.2500,-317.2400
94,0.0500,0.8833,0.0667,47.3500,-317.0500
95,0.0667,0.8833,0.0500,47.1800,-316.3000
96,0.0167,0.9167,0.0667,47.0000,-316.7000
97,0.0667,0.8833,0.0500,47.0500,-316.7500
98,0.0500,0.9000,0.0500,47.0800,-317.3600
99,0.0500,0.9000,0.0500,46.8000,-317.9500
100,0.0333,0.9167,0.0500,46.5800,-319.1800
101,0.0500,0.9000,0.0500,46.3600,-319.5400
102,0.0500,0.9000,0.0500,46.0000,-319.4700
103,0.0500,0.8667,0.0833,45.7500,-319.5100
104,0.0500,0.9167,0.0333,45.6500,-320.2800
105,0.0333,0.9500,0.0167,45.0400,-321.1200
106,0.0500,0.9167,0.0333,44.7600,-320.8400
107,0.0500,0.9000,0.0500,44.6100,-320.9800
108,0.0500,0.8667,0.0833,44.6500,-321.3100
109,0.0500,0.8833,0.0667,44.6400,-321.3000
110,0.0500,0.8667,0.0833,44.6900,-320.1900
111,0.0500,0.8833,0.0667,44.3700,-319.2900
112,0.0333,0.8833,0.0833,44.3500,-319.2700
113,0.0500,0.8833,0.0667,44.2100,-318.5500
114,0.1000,0.8333,0.0667,44.4600,-317.6400
115,0.0667,0.8667,0.0667,45.1800,-317.2000
116,0.0667,0.8667,0.0667,45.6100,-317.3400
117,0.0667,0.8833,0.0500,45.8800,-317.6100
118,0.0500,0.9000,0.0500,45.9100,-317.3500
119,0.0667,0.9000,0.0333,46.0700,-316.9300
120,0.0333,0.9333,0.0333,46.3500,-317.7900
121,0.0667,0.9000,0.0333,46.6900,-318.4200
122,0.0667,0.9167,0.0167,46.8800,-318.0300
123,0.1000,0.8667,0.0333,47.1800,-317.4600
124,0.0833,0.8667,0.0500,46.9600,-317.2400
125,0.0833,0.8667,0.0500,46.6300,-316.0400
126,0.0833,0.8500,0.0667,46.3800,-314.9200
127,0.0833,0.8500,0.0667,45.8200,-313.7800
128,0.1000,0.8333,0.0667,45.7200,-312.2300
129,0.1000,0.8500,0.0500,45.7100,-311.0600
130,0.1167,0.8500,0.0333,45.3900,-308.4200
131,0.1167,0.8333,0.0500,45.3300,-306.6200
132,0.1167,0.8500,0.0333,45.0100,-304.8500
133,0.0833,0.8667,0.0500,44.4000,-304.5300
134,0.1167,0.8500,0.0333,44.0200,-303.8600
135,0.0833,0.8667,0.0500,43.8500,-304.2700
136,0.0667,0.8667,0.0667,43.8200,-304.8200
137,0.0500,0.8667,0.0833,43.9100,-305.2000
138,0.0833,0.8167,0.1000,43.8900,-305.4700
139,0.0833,0.8167,0.1000,43.8400,-306.0000
140,0.0500,0.8500,0.1000,43.9500,-307.8500
141,0.0833,0.8333,0.0833,44.1200,-308.8900
142,0.0500,0.8333,0.1167,44.6600,-311.1700
143,0.0667,0.8667,0.0667,45.0400,-311.2600
144,0.0667,0.8333,0.1000,45.5500,-312.0600
145,0.0500,0.8333,0.1167,46.1700,-312.6800
146,0.0333,0.8667,0.1000,46.4700,-312.6900
147,0.0500,0.8333,0.1167,47.1100,-313.0400
148,0.0333,0.8667,0.1000,47.2400,-314.0400
149,0.0667,0.8500,0.0833,47.3700,-314.1700
150,0.0667,0.8500,0.0833,47.4000,-313.3300
151,0.0500,0.8333,0.1167,47.7100,-313.3500
152,0.0500,0.8167,0.1333,47.9200,-312.9800
153,0.0500,0.8667,0.0833,47.9800,-313.0400
154,0.0667,0.8667,0.0667,47.9300,-313.2800
155,0.0500,0.8500,0.1000,48.0300,-313.9600
156,0.0667,0.8167,0.1167,48.3200,-313.9600
157,0.0500,0.9000,0.0500,47.9300,-313.8600
158,0.0667,0.8333,0.1000,47.9300,-313.5700
159,0.0667,0.8500,0.0833,47.8800,-313.8100
160,0.0500,0.8500,0.1000,47.9800,-314.2000
161,0.0667,0.8333,0.1000,48.0400,-315.1300
162,0.0500,0.8667,0.0833,48.0000,-315.6700
163,0.0667,0.8333,0.1000,48.4700,-316.7200
164,0.0833,0.8000,0.1167,48.7200,-316.6800
165,0.0833,0.7667,0.1500,48.9200,-315.4300
166,0.0667,0.8167,0.1167,48.6500,-314.5800
167,0.0667,0.8000,0.1333,48.8900,-314.2400
168,0.0667,0.7833,0.1500,49.1100,-314.1700
169,0.0667,0.8000,0.1333,49.3000,-314.3600
170,0.0500,0.8333,0.1167,49.2700,-314.6200
171,0.0500,0.8167,0.1333,49.0700,-314.1300
172,0.0333,0.8500,0.1167,48.8600,-313.3400
173,0.0333,0.8500,0.1167,48.5300,-312.4300
174,0.0167,0.8667,0.1167,48.4300,-312.6200
175,0.0500,0.8167,0.1333,48.1300,-312.9000
176,0.0167,0.8500,0.1333,48.0200,-314.2400
177,0.0667,0.8167,0.1167,47.9700,-313.9000
178,0.0500,0.8500,0.1000,47.6500,-313.5800
179,0.0333,0.8667,0.1000,47.2200,-314.0200
180,0.0333,0.8500,0.1167,46.9900,-314.3700
181,0.0333,0.8167,0.1500,46.9600,-314.3400
182,0.0333,0.8500,0.1167,46.7200,-314.6800
183,0.0500,0.8500,0.1000,46.5100,-315.0500
184,0.0333,0.7833,0.1833,46.6300,-316.0400
185,0.0167,0.8333,0.1500,46.3900,-317.5400
186,0.0167,0.8833,0.1000,46.1600,-317.6000
187,0.0167,0.8667,0.1167,45.8300,-318.7200
188,0.0333,0.8667,0.1000,45.9100,-319.6700
189,0.0167,0.8833,0.1000,46.1500,-319.3300
190,0.0500,0.8167,0.1333,46.7800,-319.0900
191,0.0333,0.8500,0.1167,46.9900,-318.7200
192,0.0667,0.8667,0.0667,47.1500,-317.4300
193,0.0667,0.8667,0.0667,47.3900,-316.2200
194,0.0500,0.8333,0.1167,47.5600,-315.2300
195,0.0667,0.8333,0.1000,48.1000,-313.1600
196,0.0833,0.8000,0.1167,48.6800,-311.7100
197,0.0833,0.8000,0.1167,49.4400,-309.8600
198,0.0667,0.8167,0.1167,49.8400,-308.5200
199,0.0500,0.8500,0.1000,50.3400,-307.8600
200,0.0333,0.8667,0.1000,50.2800,-307.5100
201,0.0833,0.8333,0.0833,50.4000,-306.7600
202,0.0500,0.8333,0.1167,51.0100,-307.0800
203,0.0667,0.8167,0.1167,51.6100,-307.6800
204,0.0500,0.8333,0.1167,51.6300,-306.5400
205,0.0500,0.8833,0.0667,51.3200,-307.1000
206,0.0500,0.8667,0.0833,50.9600,-307.3200
