EpisodeNr,RescuedRatio,TornsRatio,BoredomRatio,TimeInActions,TotalReward
1,0.0764,0.1633,0.1384,19.0735,26.5979
2,0.0833,0.1675,0.1247,18.3118,22.1204
3,0.0816,0.1453,0.1247,17.2982,21.7538
4,0.0764,0.1675,0.1491,17.4694,21.5291
5,0.0764,0.1675,0.1491,17.3078,20.9457
6,0.0764,0.1633,0.1384,17.3387,20.9352
7,0.0764,0.1675,0.1491,16.9786,20.8885
8,0.0764,0.1675,0.1491,16.8109,20.7734
9,0.0764,0.1500,0.1291,16.8415,21.0206
10,0.1067,0.1675,0.1106,16.7157,20.2981
11,0.0833,0.1675,0.1453,16.3722,19.5859
12,0.0764,0.1633,0.1384,15.9788,19.9949
13,0.0764,0.1572,0.1247,15.7982,20.0125
14,0.0764,0.1453,0.1167,14.8851,19.8322
15,0.0764,0.1491,0.1302,14.5531,19.8066
16,0.0816,0.1572,0.1067,14.1541,19.2986
17,0.0764,0.1633,0.1572,14.0740,18.9690
18,0.1106,0.1491,0.1528,14.0536,18.7361
19,0.0764,0.1740,0.1453,13.8285,18.3099
20,0.0816,0.1291,0.1106,13.2817,18.2939
21,0.0667,0.1740,0.1572,13.3226,18.1192
22,0.0500,0.1491,0.1572,13.4627,18.2863
23,0.0667,0.1675,0.1572,13.7136,18.5202
24,0.0667,0.1667,0.1795,14.4442,19.1520
25,0.0764,0.1572,0.1633,14.6539,19.5881
26,0.0764,0.1795,0.1740,15.0405,19.9840
27,0.0816,0.1572,0.1302,14.7520,19.4959
28,0.1106,0.1572,0.1118,14.5336,18.2166
29,0.1106,0.1572,0.1118,14.3017,17.5334
30,0.1106,0.1572,0.1118,14.7545,16.9669
31,0.1106,0.1572,0.1118,14.6742,17.1350
32,0.1106,0.1667,0.1106,14.4329,16.8236
33,0.1000,0.1491,0.1000,14.2668,17.0953
34,0.1302,0.1667,0.0764,14.0315,16.6786
35,0.1118,0.1572,0.1528,13.7355,17.1902
36,0.1106,0.1491,0.1528,13.5586,18.1354
