EpisodeNr,RescuedRatio,TornsRatio,BoredomRatio,TimeInActions,TotalReward
1,0.17,0.65,0.18,4020,-8502.0
2,0.16,0.69,0.15,3794,-8330.0
3,0.24,0.63,0.13,4015,-8119.0
4,0.17,0.73,0.1,3428,-7910.0
5,0.17,0.65,0.18,3754,-8236.0
6,0.2,0.61,0.19,4214,-8534.0
7,0.19,0.63,0.18,3922,-8296.0
8,0.2,0.64,0.16,3891,-8211.0
9,0.15,0.65,0.2,3965,-8555.0
10,0.13,0.71,0.16,4021,-8719.0
11,0.19,0.69,0.12,3709,-8083.0
12,0.13,0.74,0.13,3313,-8011.0
13,0.15,0.66,0.19,3832,-8422.0
14,0.19,0.7,0.11,3818,-8192.0
15,0.17,0.6,0.23,4006,-8488.0
16,0.17,0.61,0.22,4300,-8782.0
17,0.2,0.65,0.15,3945,-8265.0
18,0.11,0.76,0.13,3178,-7984.0
19,0.23,0.66,0.11,3834,-7992.0
20,0.23,0.62,0.15,3984,-8142.0
21,0.14,0.69,0.17,3858,-8502.0
22,0.19,0.65,0.16,4035,-8409.0
23,0.2,0.68,0.12,3674,-7994.0
24,0.16,0.68,0.16,3712,-8248.0
25,0.19,0.69,0.12,3912,-8286.0
26,0.16,0.71,0.13,3516,-8052.0
27,0.24,0.65,0.11,3812,-7916.0
28,0.22,0.65,0.13,3566,-7778.0
29,0.19,0.67,0.14,3524,-7898.0
30,0.19,0.67,0.14,3625,-7999.0
31,0.16,0.61,0.23,4367,-8903.0
32,0.21,0.64,0.15,4079,-8345.0
33,0.17,0.74,0.09,3312,-7794.0
34,0.17,0.71,0.12,3497,-7979.0
35,0.11,0.77,0.12,3324,-8130.0
36,0.24,0.64,0.12,3719,-7823.0
37,0.13,0.7,0.17,3822,-8520.0
38,0.13,0.77,0.1,3722,-8420.0
39,0.16,0.66,0.18,3993,-8529.0
40,0.13,0.71,0.16,3749,-8447.0
41,0.21,0.67,0.12,3642,-7908.0
42,0.23,0.61,0.16,4072,-8230.0
43,0.19,0.67,0.14,3936,-8310.0
44,0.16,0.65,0.19,4232,-8768.0
45,0.16,0.66,0.18,3926,-8462.0
46,0.19,0.7,0.11,3692,-8066.0
47,0.12,0.73,0.15,3657,-8409.0
48,0.15,0.74,0.11,3734,-8324.0
49,0.2,0.58,0.22,4238,-8558.0
50,0.2,0.67,0.13,3684,-8004.0
51,0.2,0.64,0.16,3987,-8307.0
52,0.19,0.63,0.18,4131,-8505.0
53,0.21,0.69,0.1,3797,-8063.0
54,0.12,0.7,0.18,3980,-8732.0
55,0.14,0.65,0.21,4119,-8763.0
56,0.1,0.76,0.14,3489,-8349.0
57,0.22,0.66,0.12,3693,-7905.0
