EpisodeNr,RescuedRatio,TornsRatio,BoredomRatio,TimeInActions,TotalReward
1,0.23,0.66,0.11,3707,-7865.0
2,0.16,0.7,0.14,3798,-8334.0
3,0.11,0.77,0.12,3318,-8124.0
4,0.2,0.69,0.11,3800,-8120.0
5,0.13,0.76,0.11,3533,-8231.0
6,0.2,0.6,0.2,4427,-8747.0
7,0.22,0.63,0.15,3975,-8187.0
8,0.15,0.73,0.12,3746,-8336.0
9,0.18,0.6,0.22,4082,-8510.0
10,0.18,0.72,0.1,3561,-7989.0
11,0.16,0.7,0.14,3770,-8306.0
12,0.17,0.65,0.18,4014,-8496.0
13,0.12,0.75,0.13,3288,-8040.0
14,0.19,0.68,0.13,3580,-7954.0
15,0.15,0.73,0.12,3451,-8041.0
16,0.17,0.69,0.14,3725,-8207.0
17,0.19,0.72,0.09,3242,-7616.0
18,0.19,0.67,0.14,3818,-8192.0
19,0.21,0.67,0.12,3829,-8095.0
20,0.15,0.67,0.18,3618,-8208.0
21,0.18,0.7,0.12,3786,-8214.0
22,0.16,0.67,0.17,3663,-8199.0
23,0.18,0.68,0.14,3531,-7959.0
24,0.2,0.66,0.14,3857,-8177.0
25,0.21,0.69,0.1,3693,-7959.0
26,0.13,0.78,0.09,3581,-8279.0
27,0.21,0.67,0.12,3707,-7973.0
28,0.18,0.68,0.14,3958,-8386.0
29,0.27,0.59,0.14,4226,-8168.0
30,0.18,0.69,0.13,3649,-8077.0
31,0.19,0.66,0.15,3587,-7961.0
32,0.2,0.65,0.15,3711,-8031.0
33,0.18,0.71,0.11,3642,-8070.0
34,0.22,0.6,0.18,4054,-8266.0
35,0.19,0.67,0.14,3776,-8150.0
36,0.14,0.78,0.08,3348,-7992.0
37,0.25,0.62,0.13,3827,-7877.0
38,0.11,0.75,0.14,3244,-8050.0
39,0.18,0.62,0.2,4034,-8462.0
40,0.24,0.68,0.08,3769,-7873.0
41,0.16,0.63,0.21,4015,-8551.0
42,0.17,0.72,0.11,3507,-7989.0
43,0.1,0.74,0.16,3516,-8376.0
44,0.21,0.72,0.07,3393,-7659.0
45,0.22,0.67,0.11,3842,-8054.0
46,0.16,0.64,0.2,4029,-8565.0
47,0.29,0.62,0.09,3622,-7456.0
48,0.16,0.69,0.15,4041,-8577.0
49,0.21,0.66,0.13,3716,-7982.0
50,0.21,0.69,0.1,3443,-7709.0
51,0.11,0.8,0.09,3321,-8127.0
52,0.17,0.74,0.09,3444,-7926.0
53,0.16,0.71,0.13,3483,-8019.0
54,0.14,0.67,0.19,3959,-8603.0
55,0.13,0.67,0.2,3903,-8601.0
56,0.13,0.69,0.18,3700,-8398.0
57,0.15,0.74,0.11,3372,-7962.0
58,0.22,0.66,0.12,3752,-7964.0
59,0.17,0.66,0.17,3841,-8323.0
60,0.2,0.66,0.14,3999,-8319.0
61,0.17,0.71,0.12,3553,-8035.0
62,0.26,0.59,0.15,3905,-7901.0
63,0.18,0.64,0.18,3914,-8342.0
64,0.13,0.74,0.13,3791,-8489.0
65,0.16,0.71,0.13,3573,-8109.0
66,0.19,0.68,0.13,3759,-8133.0
67,0.26,0.64,0.1,3946,-7942.0
68,0.23,0.68,0.09,3436,-7594.0
69,0.14,0.65,0.21,3879,-8523.0
70,0.23,0.63,0.14,3921,-8079.0
71,0.16,0.67,0.17,3820,-8356.0
72,0.18,0.6,0.22,4338,-8766.0
73,0.2,0.71,0.09,3561,-7881.0
74,0.16,0.62,0.22,4303,-8839.0
75,0.17,0.69,0.14,3723,-8205.0
76,0.16,0.67,0.17,3910,-8446.0
77,0.18,0.67,0.15,3779,-8207.0
78,0.14,0.68,0.18,3844,-8488.0
79,0.17,0.75,0.08,3387,-7869.0
80,0.23,0.56,0.21,4246,-8404.0
81,0.19,0.73,0.08,3439,-7813.0
82,0.16,0.64,0.2,3899,-8435.0
83,0.18,0.72,0.1,3527,-7955.0
84,0.21,0.63,0.16,3959,-8225.0
85,0.16,0.71,0.13,3526,-8062.0
86,0.16,0.72,0.12,3589,-8125.0
87,0.21,0.64,0.15,3961,-8227.0
88,0.18,0.69,0.13,3734,-8162.0
89,0.18,0.65,0.17,3755,-8183.0
90,0.19,0.65,0.16,3813,-8187.0
91,0.14,0.72,0.14,3546,-8190.0
92,0.2,0.62,0.18,3959,-8279.0
93,0.17,0.63,0.2,4100,-8582.0
94,0.19,0.71,0.1,3369,-7743.0
95,0.19,0.67,0.14,3743,-8117.0
96,0.18,0.71,0.11,3482,-7910.0
97,0.16,0.69,0.15,3807,-8343.0
98,0.1,0.71,0.19,3974,-8834.0
99,0.13,0.71,0.16,3778,-8476.0
100,0.18,0.65,0.17,3835,-8263.0
101,0.16,0.71,0.13,3726,-8262.0
102,0.22,0.63,0.15,3945,-8157.0
103,0.16,0.65,0.19,3995,-8531.0
104,0.12,0.66,0.22,3998,-8750.0
105,0.14,0.73,0.13,3779,-8423.0
106,0.24,0.65,0.11,3882,-7986.0
107,0.17,0.66,0.17,3811,-8293.0
108,0.2,0.64,0.16,4058,-8378.0
109,0.08,0.73,0.19,3874,-8842.0
110,0.24,0.62,0.14,4112,-8216.0
111,0.16,0.73,0.11,3336,-7872.0
112,0.29,0.63,0.08,3652,-7486.0
113,0.12,0.69,0.19,3556,-8308.0
114,0.15,0.77,0.08,3434,-8024.0
115,0.15,0.73,0.12,3698,-8288.0
116,0.22,0.57,0.21,4350,-8562.0
117,0.13,0.69,0.18,3868,-8566.0
118,0.14,0.7,0.16,3680,-8324.0
119,0.21,0.62,0.17,4181,-8447.0
120,0.14,0.73,0.13,3752,-8396.0
121,0.14,0.74,0.12,3337,-7981.0
122,0.12,0.63,0.25,4203,-8955.0
123,0.17,0.67,0.16,3868,-8350.0
124,0.16,0.66,0.18,3852,-8388.0
125,0.13,0.69,0.18,3763,-8461.0
126,0.2,0.68,0.12,3785,-8105.0
127,0.28,0.59,0.13,4178,-8066.0
128,0.19,0.7,0.11,3672,-8046.0
129,0.19,0.69,0.12,3564,-7938.0
130,0.18,0.65,0.17,4061,-8489.0
131,0.15,0.7,0.15,3761,-8351.0
132,0.22,0.59,0.19,4199,-8411.0
133,0.2,0.63,0.17,4171,-8491.0
134,0.17,0.71,0.12,3381,-7863.0
135,0.18,0.72,0.1,3475,-7903.0
136,0.23,0.63,0.14,3978,-8136.0
137,0.22,0.63,0.15,3842,-8054.0
138,0.17,0.69,0.14,3760,-8242.0
139,0.19,0.68,0.13,3655,-8029.0
140,0.15,0.73,0.12,3349,-7939.0
141,0.15,0.73,0.12,3644,-8234.0
142,0.18,0.68,0.14,3809,-8237.0
143,0.18,0.69,0.13,3691,-8119.0
144,0.18,0.72,0.1,3643,-8071.0
145,0.13,0.72,0.15,3537,-8235.0
146,0.21,0.63,0.16,4078,-8344.0
147,0.14,0.7,0.16,3811,-8455.0
148,0.17,0.68,0.15,3752,-8234.0
149,0.16,0.7,0.14,3514,-8050.0
150,0.17,0.73,0.1,3634,-8116.0
151,0.25,0.6,0.15,4054,-8104.0
152,0.17,0.68,0.15,3725,-8207.0
153,0.21,0.71,0.08,3609,-7875.0
154,0.23,0.66,0.11,3986,-8144.0
155,0.2,0.65,0.15,3789,-8109.0
156,0.23,0.63,0.14,3912,-8070.0
157,0.16,0.71,0.13,3644,-8180.0
158,0.22,0.67,0.11,3635,-7847.0
159,0.21,0.66,0.13,3815,-8081.0
160,0.22,0.66,0.12,3823,-8035.0
161,0.22,0.6,0.18,4064,-8276.0
162,0.16,0.72,0.12,3378,-7914.0
163,0.24,0.59,0.17,4087,-8191.0
164,0.23,0.66,0.11,3694,-7852.0
165,0.14,0.69,0.17,3707,-8351.0
166,0.13,0.69,0.18,3615,-8313.0
167,0.22,0.6,0.18,3979,-8191.0
168,0.13,0.72,0.15,3698,-8396.0
169,0.16,0.68,0.16,3987,-8523.0
170,0.22,0.65,0.13,3892,-8104.0
171,0.13,0.78,0.09,3196,-7894.0
172,0.14,0.72,0.14,3693,-8337.0
173,0.16,0.64,0.2,3943,-8479.0
174,0.17,0.66,0.17,3700,-8182.0
175,0.2,0.71,0.09,3601,-7921.0
176,0.14,0.67,0.19,4041,-8685.0
177,0.14,0.73,0.13,3565,-8209.0
178,0.18,0.69,0.13,3534,-7962.0
179,0.25,0.64,0.11,3755,-7805.0
180,0.14,0.7,0.16,3661,-8305.0
181,0.17,0.66,0.17,3896,-8378.0
182,0.18,0.73,0.09,3722,-8150.0
183,0.21,0.65,0.14,3609,-7875.0
184,0.13,0.67,0.2,3969,-8667.0
185,0.21,0.65,0.14,3932,-8198.0
186,0.18,0.7,0.12,3700,-8128.0
187,0.18,0.71,0.11,3557,-7985.0
188,0.11,0.68,0.21,3882,-8688.0
189,0.16,0.68,0.16,3759,-8295.0
190,0.14,0.73,0.13,3348,-7992.0
191,0.14,0.68,0.18,3594,-8238.0
192,0.16,0.68,0.16,3578,-8114.0
193,0.18,0.68,0.14,3776,-8204.0
194,0.12,0.65,0.23,4005,-8757.0
195,0.17,0.71,0.12,3584,-8066.0
196,0.22,0.65,0.13,3751,-7963.0
197,0.19,0.6,0.21,4045,-8419.0
198,0.24,0.59,0.17,3865,-7969.0
199,0.14,0.74,0.12,3457,-8101.0
