EpisodeNr,RescuedRatio,TornsRatio,BoredomRatio,TimeInActions,TotalReward
1,0.0000,1.0000,0.0000,18.6000,-807.6000
2,0.0000,1.0000,0.0000,19.0000,-808.0000
3,0.0000,1.0000,0.0000,19.6000,-808.6000
4,0.0000,1.0000,0.0000,19.6500,-808.5500
5,0.0000,1.0000,0.0000,19.4800,-808.4000
6,0.0000,1.0000,0.0000,19.6000,-808.5333
7,0.0000,1.0000,0.0000,19.6286,-808.5714
8,0.0000,1.0000,0.0000,19.6250,-808.5500
9,0.0000,1.0000,0.0000,19.5111,-808.4444
10,0.0000,1.0000,0.0000,19.5000,-808.4400
11,0.0000,1.0000,0.0000,19.4364,-808.3818
12,0.0000,1.0000,0.0000,19.3833,-808.3333
13,0.0000,1.0000,0.0000,19.4308,-808.3692
14,0.0000,1.0000,0.0000,19.3571,-808.2714
15,0.0000,1.0000,0.0000,19.3733,-808.2933
16,0.0000,1.0000,0.0000,19.3875,-808.3125
17,0.0000,1.0000,0.0000,19.3412,-808.2706
18,0.0000,1.0000,0.0000,19.3111,-808.2444
19,0.0000,1.0000,0.0000,19.3895,-808.3263
20,0.0000,1.0000,0.0000,19.4800,-808.4200
21,0.0000,1.0000,0.0000,19.4571,-808.4000
22,0.0000,1.0000,0.0000,19.4727,-808.4182
23,0.0000,1.0000,0.0000,19.4609,-808.4087
24,0.0000,1.0000,0.0000,19.4583,-808.4083
25,0.0000,1.0000,0.0000,19.4640,-808.4160
26,0.0000,1.0000,0.0000,19.4880,-808.4400
27,0.0000,1.0000,0.0000,19.5120,-808.4560
28,0.0000,1.0000,0.0000,19.4880,-808.4320
29,0.0000,1.0000,0.0000,19.4480,-808.4080
30,0.0000,1.0000,0.0000,19.5120,-808.4720
31,0.0000,1.0000,0.0000,19.4800,-808.4400
32,0.0000,0.9987,0.0013,20.0720,-809.0320
33,0.0000,0.9987,0.0013,20.0560,-809.0320
34,0.0000,0.9987,0.0013,20.0880,-809.0640
35,0.0000,0.9987,0.0013,20.0320,-809.0000
36,0.0000,0.9987,0.0013,20.0960,-809.0640
37,0.0000,0.9987,0.0013,20.1280,-809.0960
38,0.0000,0.9987,0.0013,20.0880,-809.0640
39,0.0000,0.9987,0.0013,20.1280,-809.1200
40,0.0000,0.9987,0.0013,20.1200,-809.1120
41,0.0000,0.9987,0.0013,20.1200,-809.1120
42,0.0000,0.9987,0.0013,20.1680,-809.1600
43,0.0000,0.9987,0.0013,20.1920,-809.1840
44,0.0000,0.9987,0.0013,20.1440,-809.1360
45,0.0000,0.9987,0.0013,20.0800,-809.0720
46,0.0000,0.9987,0.0013,20.0880,-809.0800
47,0.0000,0.9987,0.0013,20.0880,-809.0800
48,0.0000,0.9987,0.0013,20.0960,-809.0880
49,0.0000,0.9987,0.0013,20.1120,-809.1040
50,0.0000,0.9987,0.0013,20.0960,-809.0880
51,0.0000,0.9987,0.0013,20.1200,-809.1120
52,0.0000,0.9987,0.0013,20.1040,-809.1040
53,0.0000,0.9987,0.0013,20.0960,-809.0960
54,0.0000,0.9987,0.0013,20.1360,-809.1360
55,0.0000,0.9987,0.0013,20.1200,-809.1200
56,0.0000,0.9987,0.0013,20.1760,-809.1760
57,0.0000,1.0000,0.0000,19.5920,-808.5840
58,0.0000,1.0000,0.0000,19.6800,-808.6640
59,0.0000,1.0000,0.0000,19.6960,-808.6880
60,0.0000,1.0000,0.0000,19.7840,-808.7840
61,0.0000,1.0000,0.0000,19.7840,-808.7840
62,0.0000,1.0000,0.0000,19.8080,-808.8080
63,0.0000,1.0000,0.0000,19.8240,-808.8240
64,0.0000,1.0000,0.0000,19.8160,-808.8320
65,0.0000,1.0000,0.0000,19.8880,-808.8960
66,0.0000,1.0000,0.0000,20.0320,-809.0400
67,0.0000,1.0000,0.0000,20.0640,-809.0720
68,0.0000,0.9987,0.0013,20.6800,-809.6880
69,0.0000,0.9987,0.0013,20.7360,-809.7440
70,0.0000,0.9987,0.0013,20.7760,-809.7840
71,0.0000,0.9987,0.0013,20.8400,-809.8480
72,0.0000,0.9987,0.0013,20.8800,-809.8880
73,0.0000,0.9987,0.0013,20.9280,-809.9360
74,0.0000,0.9987,0.0013,20.8880,-809.8960
75,0.0000,0.9987,0.0013,20.9760,-809.9840
76,0.0000,0.9987,0.0013,21.0640,-810.0720
77,0.0000,0.9987,0.0013,21.1680,-810.1760
78,0.0000,0.9987,0.0013,21.2640,-810.2720
79,0.0000,0.9987,0.0013,21.3760,-810.3840
80,0.0000,0.9987,0.0013,21.4240,-810.4400
81,0.0000,0.9987,0.0013,21.5360,-810.5520
82,0.0000,0.9987,0.0013,21.6160,-810.6400
83,0.0000,0.9987,0.0013,21.6240,-810.6480
84,0.0000,0.9987,0.0013,21.7760,-810.7680
85,0.0000,0.9987,0.0013,21.8640,-810.8560
86,0.0000,0.9987,0.0013,21.8800,-810.8720
87,0.0000,0.9987,0.0013,21.9680,-810.9600
88,0.0000,0.9973,0.0027,22.6960,-811.6880
89,0.0000,0.9973,0.0027,22.9280,-811.8880
90,0.0000,0.9973,0.0027,23.0000,-811.9680
91,0.0000,0.9973,0.0027,23.0640,-812.0320
92,0.0000,0.9973,0.0027,23.2080,-812.1760
93,0.0000,0.9987,0.0013,22.7840,-811.7600
94,0.0000,0.9987,0.0013,22.9040,-811.8640
95,0.0000,0.9987,0.0013,23.1360,-812.0800
96,0.0000,0.9987,0.0013,23.1920,-812.1360
97,0.0000,0.9987,0.0013,23.3760,-812.3200
98,0.0000,0.9987,0.0013,23.5520,-812.4880
99,0.0000,0.9987,0.0013,23.8000,-812.7360
100,0.0000,0.9987,0.0013,23.9680,-812.9120
101,0.0000,0.9987,0.0013,24.1360,-813.0800
102,0.0000,0.9987,0.0013,24.2720,-813.2160
103,0.0000,0.9987,0.0013,24.4080,-813.3520
104,0.0000,0.9987,0.0013,24.5280,-813.4720
105,0.0000,0.9987,0.0013,24.7120,-813.6480
106,0.0000,0.9987,0.0013,24.8080,-813.7200
107,0.0000,0.9987,0.0013,25.0160,-813.9280
108,0.0000,0.9987,0.0013,25.1920,-814.1040
109,0.0000,0.9987,0.0013,25.2560,-814.1920
110,0.0000,0.9987,0.0013,25.3920,-814.3360
111,0.0000,0.9987,0.0013,25.6080,-814.5520
112,0.0000,0.9987,0.0013,25.7840,-814.7280
113,0.0000,1.0000,0.0000,25.3520,-814.3040
114,0.0000,1.0000,0.0000,25.4800,-814.4480
115,0.0000,1.0000,0.0000,25.6400,-814.6000
116,0.0000,1.0000,0.0000,25.7200,-814.6800
117,0.0000,1.0000,0.0000,25.8720,-814.8400
118,0.0000,1.0000,0.0000,25.9280,-814.8880
119,0.0000,1.0000,0.0000,26.0960,-815.0720
120,0.0000,1.0000,0.0000,26.1200,-815.1200
121,0.0000,1.0000,0.0000,26.3200,-815.3200
122,0.0000,1.0000,0.0000,26.4080,-815.4160
123,0.0000,1.0000,0.0000,26.5120,-815.5360
124,0.0000,1.0000,0.0000,26.6240,-815.6560
125,0.0000,1.0000,0.0000,26.7280,-815.7520
126,0.0000,1.0000,0.0000,26.7680,-815.7920
127,0.0000,1.0000,0.0000,26.8560,-815.8800
128,0.0000,1.0000,0.0000,26.9120,-815.9360
129,0.0000,1.0000,0.0000,27.0000,-816.0240
130,0.0000,1.0000,0.0000,27.0560,-816.0800
131,0.0000,1.0000,0.0000,27.1040,-816.1520
132,0.0000,1.0000,0.0000,27.1040,-816.1520
133,0.0000,1.0000,0.0000,27.1840,-816.2320
134,0.0000,1.0000,0.0000,27.2480,-816.2960
135,0.0000,1.0000,0.0000,27.3280,-816.3680
136,0.0000,1.0000,0.0000,27.4240,-816.4720
137,0.0000,1.0000,0.0000,27.4480,-816.4960
138,0.0000,1.0000,0.0000,27.5120,-816.5520
139,0.0000,1.0000,0.0000,27.5120,-816.5520
140,0.0000,1.0000,0.0000,27.5280,-816.5760
141,0.0000,1.0000,0.0000,27.7040,-816.7520
142,0.0000,1.0000,0.0000,27.7120,-816.7440
143,0.0000,1.0000,0.0000,27.8640,-816.8960
144,0.0000,1.0000,0.0000,28.5120,-817.5440
145,0.0000,1.0000,0.0000,28.5760,-817.6000
146,0.0000,1.0000,0.0000,28.6480,-817.6720
147,0.0000,1.0000,0.0000,28.7760,-817.7920
148,0.0000,1.0000,0.0000,28.8560,-817.8640
149,0.0000,1.0000,0.0000,28.9360,-817.9360
150,0.0000,1.0000,0.0000,29.0160,-818.0160
151,0.0000,1.0000,0.0000,29.7360,-818.7280
152,0.0000,1.0000,0.0000,29.8400,-818.8320
153,0.0000,1.0000,0.0000,30.4960,-819.4880
154,0.0000,1.0000,0.0000,30.5920,-819.5840
155,0.0000,1.0000,0.0000,30.7280,-819.7120
156,0.0000,1.0000,0.0000,30.8640,-819.8480
157,0.0000,1.0000,0.0000,30.9920,-819.9760
158,0.0000,1.0000,0.0000,31.0960,-820.0800
159,0.0000,1.0000,0.0000,31.2320,-820.2160
160,0.0000,1.0000,0.0000,31.3680,-820.3520
161,0.0000,1.0000,0.0000,31.4480,-820.4240
162,0.0000,0.9987,0.0013,32.1840,-821.1600
163,0.0000,0.9973,0.0027,32.8080,-821.1520
164,0.0000,0.9973,0.0027,32.9360,-821.2800
165,0.0000,0.9973,0.0027,33.0480,-821.3920
166,0.0000,0.9973,0.0027,33.5840,-821.9280
167,0.0000,0.9973,0.0027,33.6400,-821.9920
